theta2_nom_deg,longest_stride_mm @ width 45.8800,binding_bar @ width 45.8800,longest_stride_mm @ width 45.3800,binding_bar @ width 45.3800,longest_stride_mm @ width 51.0000,binding_bar @ width 51.0000,longest_stride_mm @ width 56.0000,binding_bar @ width 56.0000,d29_closest_links @ width 45.8800,d29_phase,"overshoot_budget_deg @ own stride, width 45.8800",shipped_60.0000_passes_torque_vertical_posed_coxa,"overshoot_budget_deg @ shipped 60.0000, width 45.8800","overshoot_budget_deg @ shipped 60.0000, width 45.3800","overshoot_budget_deg @ shipped 60.0000, width 51.0000","overshoot_budget_deg @ shipped 60.0000, width 56.0000",status
75.5000,59.0498,D29,59.5802,D29,53.6501,D29,48.4221,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
76.0000,59.0581,D29,59.5887,D29,53.6572,D29,48.4286,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
76.5000,59.0663,D29,59.5970,D29,53.6642,D29,48.4349,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
77.0000,59.0742,D29,59.6051,D29,53.6711,D29,48.4411,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
77.5000,59.0820,D29,59.6130,D29,53.6777,D29,48.4471,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
78.0000,59.0895,D29,59.6206,D29,53.6841,D29,48.4529,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
78.5000,59.0968,D29,59.6281,D29,53.6903,D29,48.4585,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
79.0000,59.1039,D29,59.6353,D29,53.6964,D29,48.4640,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
79.5000,59.1107,D29,59.6423,D29,53.7022,D29,48.4692,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
80.0000,59.1174,D29,59.6491,D29,53.7079,D29,48.4743,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
80.5000,59.1238,D29,59.6556,D29,53.7133,D29,48.4793,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
81.0000,59.1300,D29,59.6619,D29,53.7186,D29,48.4840,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
81.5000,59.1359,D29,59.6680,D29,53.7236,D29,48.4885,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
82.0000,59.1417,D29,59.6738,D29,53.7285,D29,48.4929,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
82.5000,59.1472,D29,59.6794,D29,53.7331,D29,48.4971,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
83.0000,59.1524,D29,59.6848,D29,53.7376,D29,48.5011,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
83.5000,59.1575,D29,59.6900,D29,53.7418,D29,48.5049,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
84.0000,59.1623,D29,59.6949,D29,53.7458,D29,48.5085,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
84.5000,59.1669,D29,59.6996,D29,53.7496,D29,48.5120,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
85.0000,59.1712,D29,59.7040,D29,53.7533,D29,48.5152,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
85.5000,59.1753,D29,59.7082,D29,53.7567,D29,48.5169,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
86.0000,59.1792,D29,59.7122,D29,53.7593,D29,48.5143,D29,"hand-over, pose (b): the four closing pairs tie",0.0 or 0.5 (hand-over),0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
86.5000,59.1824,D29,59.7157,D29,53.7577,D29,48.5073,D29,"swing, 0.0006 of a cycle from a hand-over (tau 0.0012 after lift-off, or before touch-down): the four closing pairs tie as mirror images",0.0006,0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
87.0000,59.1810,D29,59.7148,D29,53.7509,D29,48.4954,D29,"swing, 0.0021 of a cycle from a hand-over (tau 0.0042 after lift-off, or before touch-down): the four closing pairs tie as mirror images",0.0021,0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
87.5000,59.1738,D29,59.7080,D29,53.7386,D29,48.4784,D29,"swing, 0.0036 of a cycle from a hand-over (tau 0.0071 after lift-off, or before touch-down): the four closing pairs tie as mirror images",0.0036,0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
88.0000,59.1603,D29,59.6949,D29,53.7205,D29,48.4561,D29,"swing, 0.0050 of a cycle from a hand-over (tau 0.0100 after lift-off, or before touch-down): the four closing pairs tie as mirror images",0.0050,0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
88.5000,59.1401,D29,59.6752,D29,53.6962,D29,48.4280,D29,"swing, 0.0065 of a cycle from a hand-over (tau 0.0129 after lift-off, or before touch-down): the four closing pairs tie as mirror images",0.0065,0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
89.0000,59.1130,D29,59.6484,D29,53.6654,D29,48.3938,D29,"swing, 0.0079 of a cycle from a hand-over (tau 0.0158 after lift-off, or before touch-down): the four closing pairs tie as mirror images",0.0079,0.0000,yes,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,contact at zero overshoot,interim - width calibrated at pose (c); pose (b) pending (D437 cl.8); no pair (D431 cl.9)
